Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Peru,PER,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007608758,0.02576613,0.095551533,0.157962195,0.223033813,0.308651936,0.828795937,1.710008969,2.961194516,3.977121642,4.925615057,6.837216967,8.679488046,10.88685454,15.02295368,20.25981639,32.72760118,54.73693214,73.60989776,85.86901405,100.1328805,110.4136635,
"Macedonia, FYR",MKD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053616232,0.623400777,1.510085304,2.435215658,5.761212409,11.0747368,18.06626761,38.26771522,48.4791487,55.49291034,61.85926129,87.622136,95.85909836,94.47905915,104.5066324,109.3621617,
Slovak Republic,SVK,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002248341,0.028918978,0.058569747,0.111061987,0.229376851,0.53259669,3.713244878,8.623364417,12.29455599,23.01150172,39.71357738,54.05501906,68.00980259,79.00381033,83.84040908,90.24570085,111.7306583,101.4470612,100.8391649,108.4746048,109.3494803,
New Zealand,NZL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.072487362,0.300048188,0.859906886,1.592120973,2.098081692,2.860303301,4.034191314,6.60149621,9.931810637,13.25678401,15.09009147,20.880303,36.54351285,39.96856428,58.5641044,61.81255928,64.6393762,74.20700002,85.3870367,90.85730302,100.4429102,107.9992117,108.7301521,107.8263131,109.1854156,
Brunei Darussalam,BRN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.702825979,1.166346002,1.537890657,3.026558929,5.540070922,12.38924914,14.64527504,14.76736478,15.7355805,20.64732492,29.04878974,42.77100506,44.98060512,50.85428548,56.87820803,64.13804689,81.38972826,96.98685873,103.681358,105.3708557,109.0704903,109.1696269,
Romania,ROU,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003485993,0.012165613,0.039980682,0.075329951,0.894707047,2.874057076,6.083197316,11.26097556,17.39870942,23.21858093,32.10854927,46.76248362,61.33700145,73.6736746,94.24859064,113.3419029,116.5424375,113.5603588,109.1596364,
Azerbaijan,AZE,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651913,0.077271811,0.216689971,0.505453081,0.814980802,4.602383886,5.183261714,8.911715903,9.591495525,12.61947826,17.17665126,26.1064926,38.1936029,51.22994958,73.21436558,85.55706194,99.0457981,108.7479044,
"Korea, Rep.",KOR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,,,0.017264544,0.024654802,0.048356049,0.093339828,0.186143138,0.382979593,0.62184189,1.070843075,2.164409449,3.674908748,7.076786199,15.20920684,30.81337201,51.24204234,58.31220591,62.85489674,69.67231569,72.04691783,78.1240784,81.50289156,85.04134311,93.410027,95.54412121,99.95892538,105.3621105,108.504517,
Ireland,IRL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.008488717,0.042390616,0.098240325,0.178309574,0.384653735,0.707970817,0.904561421,1.239680365,1.713427438,2.453519057,4.37557014,7.931933784,14.85070275,25.52144273,44.7087334,64.69879962,76.82716733,76.2237533,87.27078329,94.47640978,102.6925654,110.9716053,115.8336087,115.972488,106.6252042,105.1807423,108.4084545,
Australia,AUS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.027084507,0.190538787,0.56088014,1.081781381,1.682727184,2.835225642,3.892276893,6.807345103,12.37415015,21.77990754,24.71234651,26.25050454,33.32824218,44.67670207,57.43417616,64.62949928,72.31307069,81.97446237,90.27854017,95.25510508,100.662936,102.8176451,101.359218,101.0401114,108.3353549,
Jamaica,JAM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102795819,0.318065389,0.629466353,1.070208831,1.833747983,2.199083018,2.630470248,3.103313532,5.644559447,14.21386649,22.95515799,47.41017408,59.56915189,68.95395957,73.88964941,84.36083957,99.08783253,100.1117899,108.2499321,116.0866339,108.1214042,
Slovenia,SVN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027024206,0.180048654,0.332954278,0.833370753,1.388512388,2.090045691,4.737986238,8.164966621,31.85119084,61.22682212,73.9336195,83.72510883,87.20032731,92.52627306,87.87003942,90.66566745,95.82909491,101.8198152,103.7743819,104.5460368,106.5619269,
Greece,GRC,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458702665,1.446927001,2.558141736,4.946701615,8.662440482,18.80638009,35.69334879,53.99532333,72.18506952,84.11432365,80.4261011,83.64687074,91.74900658,97.86551746,109.2325971,122.2066583,117.3794227,108.2167583,106.4789464,
Iceland,ISL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1.082236896,2.028869254,2.612553401,3.129919621,3.928679359,5.008179236,5.868455178,6.634881434,8.24622795,11.54599631,17.32754823,23.95871513,37.83634728,62.00148705,76.41833505,87.37253162,90.81361169,96.52980078,98.9979659,95.40511486,100.30298,106.6652274,108.4515203,107.6604456,106.5412825,106.0792438,
United States,USA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,,0.038359379,0.141097109,0.280015091,0.500508306,0.833170087,1.398778386,2.085369002,2.954234206,4.271692476,6.138520395,9.160251427,12.68593777,16.34893582,20.28741762,25.07710643,30.80808942,38.75379151,45.00169847,49.15635015,55.14660515,62.85011191,68.62738254,76.64460341,82.47195844,85.6752031,89.14911634,89.85645095,105.9136009,
Mongolia,MNG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038703535,0.085265376,0.381596987,1.44679768,6.411295824,8.009808935,8.784583706,12.83610785,17.04917394,21.87408115,29.98673061,45.51643755,66.09916348,82.93900524,91.09104097,105.078329,
France,FRA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.016293234,0.070222572,0.175083795,0.316067905,0.499398148,0.658402319,0.763600161,0.996303245,1.532217236,2.251719658,4.241824107,9.983281569,19.16382924,36.48157704,49.20143081,62.29491746,64.55140568,69.29097497,73.50896438,78.83730258,84.17013472,89.65659116,93.35504274,95.44434226,100.6570949,105.0282155,
Namibia,NAM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211947544,0.390599509,0.713522449,1.081783378,1.620715773,4.325261797,5.505063781,7.601063744,11.13709717,14.00134779,21.58017184,28.73741004,37.06697224,47.80901118,54.28000275,67.20691073,104.9602755,
Kyrgyz Republic,KGZ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027985829,0.052542783,0.181640211,0.541305195,1.061108911,2.760970284,5.24822223,10.74198875,24.81954174,42.19184922,65.21806636,85.13020751,98.89869621,104.8292283,
Moldova,MDA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000322674,0.021357189,0.051541923,0.165826086,0.43195518,3.384683116,5.569025722,8.522071592,12.21488812,20.55954352,28.93113551,36.55898406,51.28175098,66.66785876,77.29518801,88.5853309,104.7985198,
Ecuador,ECU,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169326989,0.477666752,0.516044701,1.074443233,2.030270948,3.154256421,3.90613286,6.844722243,12.22534867,18.46444778,26.83177492,46.5227542,62.20844317,71.77023277,83.1236759,92.84925653,102.1845607,104.5455987,
Honduras,HND,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040496933,0.247223639,0.585208002,1.2904086,2.497060621,3.743797335,5.040628944,5.739789029,10.48772914,18.62795078,31.92974861,58.45704438,85.04628809,112.628748,125.0581013,103.9658854,
Armenia,ARM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009457204,0.159497977,0.251873452,0.264056708,0.568447429,0.831884559,2.330853915,3.737199213,6.638418448,10.37341069,41.03667809,61.03775282,46.83206418,71.03776071,125.008538,103.5663737,
Latvia,LVA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039307665,0.147796088,0.330737599,0.602023599,1.157305419,3.161139388,6.920352307,11.41933325,16.82501933,27.74614308,39.023971,52.24646296,66.2596061,81.17888831,95.2298219,97.16504368,101.2069401,101.8670016,102.3995808,102.9359711,
Japan,JPN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0.011363251,0.016824235,0.022941408,0.033851571,0.051504057,0.07891201,0.124581508,0.200015355,0.401827342,0.710077376,1.123124788,1.390306084,1.723662199,3.49029094,9.408340699,21.55711575,30.58071195,37.74774314,45.28388501,53.12138826,59.430459,64.35491913,68.67344329,72.42630595,76.3365398,78.9358056,84.84257809,87.23798653,91.8955442,97.43251165,102.6650202,
Greenland,GRL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306809007,0.786524925,1.732846794,3.689519392,7.406076504,11.62678052,15.92890257,24.13516119,26.89515268,28.16207111,35.19022219,52.33445922,68.42972599,81.27294982,94.09916201,115.8489776,97.3812307,93.30587743,100.0925021,102.5237364,
Georgia,GEO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002959007,0.046070617,0.609190368,1.233630241,2.772926491,4.103469093,6.431285218,10.88662556,15.56329707,18.59995792,26.22976159,38.35145431,58.87092172,62.7008583,64.86602662,91.44707879,102.346648,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,23.37176691,27.71789344,30.43862052,33.09365504,33.90828526,73.51643828,74.20340463,79.26850357,82.16888127,90.77581807,95.71802596,97.84188751,98.52353464,101.8345086,
"Egypt, Arab Rep.",EGY,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.004941082,0.005549869,0.006501145,0.007036892,0.007764995,0.008326502,0.011457767,0.012077255,0.011871653,0.011674496,0.101835544,0.13900951,0.723735672,2.010246537,4.055566575,6.405021119,8.108611275,10.4922235,18.36793999,23.82092697,39.11237088,52.71313013,69.43661504,87.10560512,101.0763385,
Paraguay,PRY,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03359628,0.074096401,0.163489367,0.3296308,0.669908158,1.679877958,4.518300953,8.323329095,15.36079366,21.0857473,29.9569663,31.19136242,30.22459942,31.99489438,53.8036084,76.71408226,92.94597224,88.5956273,91.73156664,99.40262991,
Mauritius,MUS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207635709,0.23293734,0.267416265,0.365121615,0.50853802,1.032013072,1.811728996,3.657556685,5.151301588,8.621493157,15.04982747,22.5457862,28.46441457,37.48437492,43.97195403,52.26434702,60.9777182,72.79598636,80.48454296,84.13908544,91.66607655,99.04384916,
Algeria,DZA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001857768,0.018437704,0.01800213,0.017596677,0.004857468,0.016580899,0.040643551,0.059501588,0.060659788,0.239210526,0.281654835,0.322765829,1.431989621,4.533907979,15.0710173,41.53845929,62.88327422,81.29012327,78.51588828,93.64711494,92.42126075,98.9875902,
Colombia,COL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242485851,0.753264372,1.408838788,3.34814346,4.683327775,5.029160042,5.675464186,8.077811032,11.1898797,14.82368146,24.53793392,50.76605419,68.11229219,76.5261268,91.90986394,92.34584564,96.07475053,98.45142015,
"Venezuela, RB",VEN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009619583,0.019191613,0.037703496,0.08233006,0.380708083,0.865255545,1.478927828,1.83254671,2.585419744,4.668102445,8.579781422,15.84485159,22.37187444,26.08788284,25.88456862,27.257592,32.1411524,46.86342569,69.26041961,86.32538829,97.70789149,98.6102938,96.20520902,97.77526778,
Indonesia,IDN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0.001062493,0.001206882,0.002642409,0.003616808,0.005060481,0.007134741,0.009816327,0.013084964,0.018658099,0.027612877,0.039709205,0.105638236,0.278119863,0.446775337,0.512809688,1.054537209,1.719496677,3.016115387,5.341822661,8.337231689,13.50655605,20.63762286,27.75026888,40.17301023,59.83296554,68.94143553,88.08496671,97.71953762,
Cyprus,CYP,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022809631,0.179470111,0.411654143,0.65514199,1.216300095,1.86699037,2.739830746,5.196604257,8.105217474,10.32468976,12.82174396,16.38555857,23.14485198,32.69483984,42.65170828,55.2783494,64.7991841,75.78266487,82.7824267,92.97148614,94.40464772,89.64192603,93.69581035,97.70546068,
Albania,ALB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073893279,0.10673042,0.181875047,0.358248786,0.969804574,12.75923855,27.54243185,35.40733402,40.30867293,48.70596473,60.50436434,73.27070842,58.45331469,77.16738972,84.02413769,96.3933945,
"Congo, Rep.",COG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035585694,,0.114013619,0.163642713,2.232304443,4.668054635,6.743848974,9.806336736,11.13404425,15.79858581,25.28547818,34.51527524,47.10219822,50.74269546,98.93890498,93.84042217,
Mauritania,MRT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578943923,4.060591825,8.828878566,12.17743354,17.62170411,24.46846319,33.87015613,44.01218052,63.48499994,64.60888256,79.33982952,92.71026164,
Costa Rica,CRI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093275685,0.137221757,0.206382158,0.540514362,1.308118001,1.764867281,2.907839377,3.606364498,5.399445802,8.167584574,12.30599454,18.70714093,21.79343919,25.55580076,32.94788467,33.87271011,41.71867025,42.4832763,65.14446476,92.20475714,
Philippines,PHL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054792893,0.086675954,0.15474385,0.253907309,0.71310266,1.353952827,1.855133567,2.341480792,3.766348031,8.348676655,15.39828669,19.07840957,27.35261712,39.23894528,40.65511117,49.20884301,64.6848428,75.54041897,82.42540791,85.66905679,91.99208388,
Uzbekistan,UZB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002273666,0.004014801,0.016278816,0.040732496,0.072550529,0.11118467,0.165058954,0.214436698,0.51117824,0.739465056,1.258616688,2.116446324,2.774842996,9.652823526,21.47409395,46.15577354,60.52003787,76.34260339,91.64821433,
Tajikistan,TJK,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001740515,0.005382511,0.00696786,0.010238738,0.018792099,0.026152864,0.209996836,0.751445068,2.112305824,4.10646435,32.95203992,32.29304106,54.89899298,72.2352688,86.36655779,90.64122215,
New Caledonia,NCL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432489673,1.055782201,2.60625843,6.401319536,12.24216886,23.56426769,31.45557954,36.40649674,43.45178437,51.23824024,58.10325428,65.96418358,73.80946402,80.8831218,84.89064399,88.01809702,89.20554439,
"Gambia, The",GMB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019734016,0.042930066,0.074157012,0.128043133,0.267286421,0.397429386,0.412066832,0.421095897,0.431737652,4.124135081,7.26725701,10.53026552,11.98225531,16.45817788,26.13298743,50.29487412,71.27504497,78.06668593,85.53298611,89.01510779,
Turkey,TUR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.000724299,0.009933951,0.018833747,0.029334144,0.058763796,0.086851231,0.109610227,0.147800242,0.301804797,0.742601897,1.34789759,2.648443237,5.67861217,12.95450329,25.35588104,30.32446058,35.63710418,42.03764449,51.62054061,63.99607585,76.25253719,88.54603292,92.80971263,87.38046482,84.90400135,88.70464879,
Dominican Republic,DOM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.044004822,0.076364208,0.096050841,0.135813088,0.269970207,0.707135106,1.024821572,1.728709182,2.515219804,5.018039376,8.210355091,14.55471854,19.19258619,23.25538014,27.75545142,39.1103689,49.0053132,57.83556026,74.60446761,88.08763264,89.57888937,87.21780167,
Lao PDR,LAO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006539529,0.007460695,0.013360465,0.032095184,0.077221493,0.097975193,0.126014359,0.231338538,0.238496462,0.546228151,1.003511198,2.011365762,3.603123668,11.42862903,17.28241987,24.92519032,33.57908775,52.92156941,64.56157773,87.16314805,
Sri Lanka,LKA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005825675,0.010260581,0.014903385,0.081932992,0.161318141,0.281499798,0.387277491,0.623433893,0.941118887,1.379115975,2.295012388,3.528534345,4.867765898,7.193668429,11.27531819,16.94226484,26.97875144,39.38132924,54.12993456,78.88773032,83.21838179,87.04729881,
Cote d'Ivoire,CIV,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089788463,0.232376097,0.574435142,1.583055822,2.852260869,4.312738207,5.977993032,7.336919175,9.442516964,13.03726785,22.18392262,40.0483001,55.0325599,68.1358671,79.03132061,86.42123062,
"Bahamas, The",BHS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750406047,0.774406257,0.978322628,0.886956457,,1.465468557,1.744237284,2.158646598,2.777978532,5.412125665,10.59092696,20.07751835,39.81641656,39.4028388,59.09880885,71.32152631,78.06650497,113.7255558,107.3095147,106.0450765,124.9360558,86.0629767,
Monaco,MCO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.576537911,7.85595874,9.102199067,16.12662386,21.19267675,33.31204274,37.54305396,39.64869328,40.52935842,42.08709431,42.69456162,44.64032651,48.75496313,51.9097173,57.79855504,62.25945212,65.01399214,66.12816675,85.81025771,
Benin,BEN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018580319,0.046496169,0.071725673,0.102133196,0.11484363,0.851144786,1.859749035,3.153221,3.296242723,6.208744678,7.810924555,13.41166535,25.29131017,43.38648489,58.51526389,79.94350666,85.33266549,
Ghana,GHA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002554956,0.010816179,0.020151188,0.036477238,0.073244862,0.122462581,0.22839419,0.374156937,0.678537308,1.241817997,1.922879877,3.85974953,8.025602002,13.28366807,23.48719626,33.47973792,49.7349659,63.41781842,71.48686263,84.77929582,
Bosnia and Herzegovina,BIH,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045376553,0.267410186,0.723532699,1.460722078,2.528252174,11.86411694,19.83059327,28.41317497,37.22051707,42.16785449,49.92135579,64.8426291,84.23152783,86.45204493,82.71568494,84.5173321,
Fiji,FJI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143654706,0.283632716,0.471509966,0.655601294,0.999144483,2.897412034,6.782774313,9.933110778,11.01262225,13.4438709,17.3592544,24.92240622,34.37743797,63.45851087,71.11945579,75.08890409,81.09474183,83.7166026,
Puerto Rico,PRI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,0.1138978,0.250888274,0.331684727,0.577219265,0.937818507,1.667657533,2.614353904,4.769959829,7.753366231,8.814956382,9.758930485,15.32348403,21.39679138,34.55629303,42.6529335,43.19428501,44.93416555,48.72745903,52.70947592,58.27692742,64.57506286,67.66692888,72.25696243,78.2603616,82.98893133,
Bolivia,BOL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004329427,0.022239212,0.037250266,0.055529467,0.09676178,0.43730889,1.517528788,3.001692209,5.164691315,7.013393605,9.200705132,11.83501049,14.50609018,20.04681775,26.4730877,30.90413747,34.38908471,52.3846526,66.14241596,72.30012259,82.80316785,
Mexico,MEX,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001851621,0.010282284,0.075825616,0.187256618,0.357215621,0.433322059,0.627679618,0.746171548,1.088768074,1.823962141,3.4529982,7.848284842,14.08357061,21.47207848,25.26280506,28.96723372,36.55886045,44.2590939,51.37045296,60.94030683,68.06960457,74.25785259,80.55043081,82.37873746,
Nicaragua,NIC,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007313469,0.048128203,0.094888118,0.107750334,0.156690465,0.372769238,0.885513331,1.779646586,3.195196397,4.545221165,8.82530415,13.7905591,20.63624009,33.3159371,44.97549632,55.1496679,58.57142357,68.45430925,82.15224591,
French Polynesia,PYF,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532905773,1.23494359,2.415575051,4.826090561,9.390147817,16.79024398,27.87349657,21.32653061,24.19903607,38.1524668,47.08282654,58.88756736,66.90275307,70.74366544,77.8007733,79.73364258,81.38996336,
Cape Verde,CPV,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484387,0.242163517,1.879434772,4.51218787,7.078697629,9.48646022,11.59530553,14.09217111,17.28144171,22.76092643,31.51237105,56.97302466,59.1148466,74.97414309,79.19314402,
Lebanon,LBN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.465229597,5.594584216,10.39376207,13.8659794,16.99171796,19.85394657,20.16233388,20.03627242,20.2128311,22.1219537,24.51762157,27.00287032,30.47252732,34.24595894,56.95312593,68.00000095,78.64948273,
Iraq,IRQ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079261074,0.308701739,2.156393125,5.60318056,33.20909467,48.41488505,58.78045692,65.47478839,73.45512892,78.12351236,
Andorra,AND,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332940952,1.285643646,1.242255708,4.366373514,8.413693716,13.27786765,21.97335243,32.19504571,36.42510134,44.32745895,47.49214258,71.87097489,77.51952399,82.88824979,86.39106593,78.02309866,77.74804122,77.14067187,77.17642345,75.48772704,
Canada,CAN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.046434978,0.229155395,0.370422534,0.752069208,1.262986595,2.107393512,2.765715834,3.616589661,4.643805388,6.431717542,8.838208548,11.82392249,14.05348741,17.75255685,22.74578153,28.45696068,34.38795765,37.95186883,42.0487335,47.02036605,52.71004029,57.46326052,61.48890022,66.28819759,70.70997244,70.66366699,75.27990824,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55811577,19.92080414,19.81517952,30.39786999,41.70706112,53.14146535,57.67747676,62.63639045,70.88706526,74.94298607,
"Iran, Islamic Rep.",IRN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015643956,0.026611058,0.098604495,0.3856657,0.617701998,0.7630537,1.473157082,3.147701949,3.39093343,5.068748288,7.367445463,12.20460068,21.79772499,41.67395879,59.48322276,71.85814793,73.06896255,74.92520816,
Senegal,SEN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001203467,0.001457739,0.016434158,0.078772725,0.304215645,0.948491306,2.632596602,3.092693077,5.521683008,7.597847573,10.59711287,15.91354526,26.70316411,31.64192825,45.72051212,57.004782,67.10551333,73.25495968,
China,CHN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6.41E-05,0.000290632,0.000869008,0.00159964,0.004095798,0.015056028,0.053672642,0.130501086,0.298932457,0.558910987,1.069031101,1.910537629,3.437617453,6.71805812,11.33262297,16.01987612,20.87163278,25.74475803,30.08626177,35.07260937,41.41607884,48.27650502,55.97490921,64.04089229,73.18776926,
Zimbabwe,ZWE,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047441286,0.154953513,1.402633533,2.129913185,2.497030819,2.687060723,2.883154433,3.37949799,5.147769979,6.777090032,9.819965877,13.28928471,31.99456918,61.24987611,72.13209456,
India,IND,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007950347,0.033379056,0.088134708,0.117372005,0.181837897,0.33941564,0.610430941,1.194091181,3.04642698,4.650080995,7.906720258,14.35129379,19.89996983,29.1292787,43.47705819,61.4226033,71.99905491,
Cambodia,KHM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045638969,0.094263809,0.126239644,0.201573316,0.286040961,0.511799974,0.72900836,1.048827307,1.765952113,2.958298424,3.826638947,6.529502399,7.950545511,12.73797556,18.89791532,30.65260163,44.84220559,57.65042433,69.90473313,
Turkmenistan,TKM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057656946,0.068254835,0.089899216,0.166614128,0.179557826,0.177670321,0.197658648,1.066690286,2.211532447,4.516345481,7.855162227,23.07967882,42.83193753,63.41981696,68.77165519,
Guyana,GUY,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116222024,0.141948852,0.172183133,0.170746684,0.164611312,0.191848363,0.199053197,0.384827805,5.433084936,10.24306193,10.75864723,18.61929345,23.08001554,37.7050125,53.45299678,71.83002074,59.57718294,68.1970962,73.61194869,68.61502037,
Mali,MLI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011760914,0.027402443,0.041950695,0.058223884,0.092055792,0.206163372,0.383056431,1.99693799,3.185504152,5.782854236,11.13051355,18.05099229,23.77987813,29.91682726,48.40907912,68.32225788,
